1;1990;9.900000;682;small
2;1608;9.900000;1120;small
3;1309;9.900000;1064;small
4;1205;9.900000;1244;small
5;1435;9.900000;1302;small
6;1039;9.900000;1348;small
7;1202;9.900000;732;small
8;1180;9.900000;769;small
9;987;9.900000;679;small
10;1182;9.900000;463;small
11;877;9.900000;723;small
12;1390;9.900000;11;small
13;1396;9.900000;187;small
14;1032;9.900000;423;small
15;628;9.900000;453;small
16;2004;9.900000;1818;small
17;4;9.900000;1624;small
18;1526;9.900000;1723;small
19;1102;9.900000;995;small
20;1835;9.900000;1429;small
21;1500;9.900000;1413;small
22;1329;9.900000;1624;small
23;1075;9.900000;1654;small
24;1300;9.900000;970;small
25;1387;9.900000;2036;small
26;942;9.900000;1961;small
27;105;9.900000;491;small
28;1319;9.900000;988;small
29;516;9.900000;8;small
30;138;9.900000;69;small
31;254;9.900000;114;small
32;2025;9.900000;286;small
33;1507;9.900000;916;small
34;1794;9.900000;50;small
35;1573;9.900000;79;small
36;749;9.900000;28;small
37;869;9.900000;289;small
38;1259;9.900000;1020;small
39;1212;9.900000;262;small
40;1355;9.900000;287;small
41;1524;9.900000;442;small
42;1449;9.900000;491;small
43;1478;9.900000;988;small
44;1395;9.900000;613;small
45;1355;9.900000;602;small
46;1571;9.900000;741;small
47;1898;9.900000;502;small
48;1443;9.900000;1023;small
49;2026;9.900000;831;small
50;1961;9.900000;1092;small
51;1641;9.900000;1290;small
52;1579;9.900000;976;small
53;1366;9.900000;1021;small
54;1217;9.900000;1018;small
55;1470;9.900000;1028;small
56;1397;9.900000;1054;small
57;1223;9.900000;338;small
58;619;9.900000;481;small
59;756;9.900000;378;small
60;345;9.900000;234;small
61;372;9.900000;186;small
62;1009;9.900000;475;small
63;521;9.900000;487;small
64;1335;9.900000;1030;small
65;1431;9.900000;1063;small
66;1213;9.900000;1036;small
67;1863;9.900000;187;small
68;1281;9.900000;1039;small
69;1082;9.900000;127;small
70;1391;9.900000;1081;small
71;1024;9.900000;833;small
72;1024;9.900000;544;small
73;684;9.900000;660;small
74;1648;9.900000;249;small
75;1219;9.900000;1080;small
76;1147;9.900000;1051;small
77;1633;9.900000;1637;small
78;1895;9.900000;1981;small
79;887;9.900000;1663;small
80;1169;9.900000;1116;small
81;2003;9.900000;1349;small
82;70;9.900000;1146;small
83;17;9.900000;1292;small
84;1235;9.900000;1113;small
85;1109;9.900000;1057;small
86;1135;9.900000;1156;small
87;349;9.900000;1049;small
88;816;9.900000;745;small
89;987;9.900000;959;small
90;1139;9.900000;1143;small
91;1024;9.900000;995;small
92;943;9.900000;958;small
93;920;9.900000;954;small
94;880;9.900000;949;small
95;1205;9.900000;1121;small
96;906;9.900000;999;small
97;900;9.900000;989;small
98;1049;9.900000;952;small
99;836;9.900000;1044;small
100;926;9.900000;1062;small
101;966;9.900000;988;small
102;877;9.900000;1032;small
103;801;9.900000;1071;small
104;748;9.900000;1055;small
105;760;9.900000;994;small
106;796;9.900000;964;small
107;726;9.900000;966;small
108;756;9.900000;925;small
109;762;9.900000;918;small
110;803;9.900000;909;small
111;689;9.900000;887;small
112;708;9.900000;855;small
113;1191;9.900000;1391;small
114;755;9.900000;771;small
115;746;9.900000;879;small
116;754;9.900000;863;small
117;907;9.900000;932;small
118;819;9.900000;951;small
119;788;9.900000;868;small
120;861;9.900000;892;small
121;832;9.900000;881;small
122;914;9.900000;1279;small
123;1183;9.900000;1285;small
124;1506;9.900000;804;small
125;1124;9.900000;694;small
126;754;9.900000;723;small
127;631;9.900000;32;small
128;1622;9.900000;1681;small
129;1250;9.900000;540;small
130;71;9.900000;304;small
131;972;9.900000;871;small
132;90;9.900000;1014;small
133;978;9.900000;877;small
134;1006;9.900000;905;small
135;1057;9.900000;817;small
136;1107;9.900000;833;small
137;1438;9.900000;1238;small
138;1083;9.900000;957;small
139;1111;9.900000;932;small
140;1123;9.900000;874;small
141;1131;9.900000;921;small
142;1137;9.900000;960;small
143;605;9.900000;597;small
144;1159;9.900000;929;small
145;1125;9.900000;918;small
146;761;9.900000;408;small
147;1190;9.900000;892;small
148;1134;9.900000;917;small
149;1213;9.900000;900;small
150;1940;9.900000;1223;small
151;1162;9.900000;849;small
152;1219;9.900000;918;small
153;1172;9.900000;631;small
154;1297;9.900000;905;small
155;842;9.900000;602;small
156;1248;9.900000;898;small
